date,team,opponent,points,opponent_points,home,win,avg_pts_last5,avg_opponent_pts_last5,win_rate_last5,vs_opponent_win_rate
2025-11-09,Sacramento Kings,Minnesota Timberwolves,117,144,1,0,119.6,131.0,0.4,0.0
2025-11-11,Sacramento Kings,Denver Nuggets,108,122,1,0,114.2,128.8,0.2,0.0
2025-11-12,Sacramento Kings,Atlanta Hawks,100,133,1,0,109.4,129.4,0.2,0.0
2025-11-14,Sacramento Kings,Minnesota Timberwolves,110,124,0,0,107.2,131.0,0.0,0.0
2025-11-16,Sacramento Kings,San Antonio Spurs,110,123,0,0,109.0,129.2,0.0,0.0
2025-11-19,Sacramento Kings,Oklahoma City Thunder,99,113,0,0,105.4,123.0,0.0,0.0
2025-11-20,Sacramento Kings,Memphis Grizzlies,96,137,0,0,103.0,126.0,0.0,0.0
2025-11-22,Sacramento Kings,Denver Nuggets,128,123,0,1,108.6,124.0,0.2,0.3333333333333333
2025-11-24,Sacramento Kings,Minnesota Timberwolves,117,112,1,1,110.0,121.6,0.4,0.3333333333333333
2025-11-26,Sacramento Kings,Phoenix Suns,100,112,1,0,108.0,119.4,0.4,0.0
2025-11-28,Sacramento Kings,Utah Jazz,119,128,0,0,112.0,122.4,0.4,0.5
2025-11-30,Sacramento Kings,Memphis Grizzlies,107,115,1,0,114.2,118.0,0.4,0.0
2025-12-03,Sacramento Kings,Houston Rockets,95,121,0,0,107.6,117.6,0.2,0.0
2025-12-06,Sacramento Kings,Miami Heat,127,111,0,1,109.6,117.4,0.2,1.0
2025-12-08,Sacramento Kings,Indiana Pacers,105,116,0,0,110.6,118.2,0.2,0.0
2025-12-11,Sacramento Kings,Denver Nuggets,105,136,1,0,107.8,119.8,0.2,0.25
2025-12-14,Sacramento Kings,Minnesota Timberwolves,103,117,0,0,107.0,120.2,0.2,0.25
2025-12-18,Sacramento Kings,Portland Trail Blazers,133,134,0,0,114.6,122.8,0.2,0.0
2025-12-20,Sacramento Kings,Portland Trail Blazers,93,98,1,0,107.8,120.2,0.0,0.0
2025-12-21,Sacramento Kings,Houston Rockets,125,124,1,1,111.8,121.8,0.2,0.5
2025-12-23,Sacramento Kings,Detroit Pistons,127,136,1,0,116.2,121.8,0.2,0.0
2025-12-27,Sacramento Kings,Dallas Mavericks,113,107,1,1,118.2,119.8,0.4,1.0
2025-10-30,San Antonio Spurs,Miami Heat,107,101,1,1,118.2,103.8,1.0,1.0
2025-11-02,San Antonio Spurs,Phoenix Suns,118,130,0,0,116.8,111.4,0.8,0.0
2025-11-05,San Antonio Spurs,Los Angeles Lakers,116,118,0,0,116.0,111.8,0.6,0.0
2025-11-07,San Antonio Spurs,Houston Rockets,121,110,1,1,116.6,112.4,0.6,1.0
2025-11-08,San Antonio Spurs,New Orleans Pelicans,126,119,1,1,117.6,115.6,0.6,1.0
2025-11-10,San Antonio Spurs,Chicago Bulls,121,117,0,1,120.4,118.8,0.6,1.0
2025-11-12,San Antonio Spurs,Golden State Warriors,120,125,1,0,120.8,117.8,0.6,0.0
2025-11-14,San Antonio Spurs,Golden State Warriors,108,109,1,0,119.2,116.0,0.6,0.0
2025-11-16,San Antonio Spurs,Sacramento Kings,123,110,1,1,119.6,116.0,0.6,1.0
2025-11-18,San Antonio Spurs,Memphis Grizzlies,111,101,1,1,116.6,112.4,0.6,1.0
2025-11-20,San Antonio Spurs,Atlanta Hawks,135,126,1,1,119.4,114.2,0.6,1.0
2025-11-23,San Antonio Spurs,Phoenix Suns,102,111,0,0,115.8,111.4,0.6,0.0
2025-11-26,San Antonio Spurs,Portland Trail Blazers,115,102,0,1,117.2,110.0,0.8,1.0
2025-11-28,San Antonio Spurs,Denver Nuggets,139,136,0,1,120.4,115.2,0.8,1.0
2025-11-30,San Antonio Spurs,Minnesota Timberwolves,112,125,0,0,120.6,120.0,0.6,0.0
2025-12-02,San Antonio Spurs,Memphis Grizzlies,126,119,1,1,118.8,118.6,0.6,1.0
2025-12-03,San Antonio Spurs,Orlando Magic,114,112,0,1,121.2,118.8,0.8,1.0
2025-12-05,San Antonio Spurs,Cleveland Cavaliers,117,130,0,0,121.6,124.4,0.6,0.0
2025-12-08,San Antonio Spurs,New Orleans Pelicans,135,132,0,1,120.8,123.6,0.6,1.0
2025-12-10,San Antonio Spurs,Los Angeles Lakers,132,119,0,1,124.8,122.4,0.8,0.5
2025-12-13,San Antonio Spurs,Oklahoma City Thunder,111,109,0,1,121.8,120.4,0.8,1.0
2025-12-16,San Antonio Spurs,New York Knicks,113,124,0,0,121.6,122.8,0.6,0.0
2025-12-18,San Antonio Spurs,Washington Wizards,119,94,1,1,122.0,115.6,0.8,1.0
2025-12-19,San Antonio Spurs,Atlanta Hawks,126,98,0,1,120.2,108.8,0.8,1.0
2025-12-21,San Antonio Spurs,Washington Wizards,124,113,0,1,118.6,107.6,0.8,1.0
2025-12-23,San Antonio Spurs,Oklahoma City Thunder,130,110,1,1,122.4,107.8,0.8,1.0
2025-12-25,San Antonio Spurs,Oklahoma City Thunder,117,102,0,1,123.2,103.4,1.0,1.0
2025-12-27,San Antonio Spurs,Utah Jazz,114,127,1,0,122.2,110.0,0.8,0.0
2025-10-29,Toronto Raptors,Houston Rockets,121,139,1,0,121.4,127.8,0.2,0.0
2025-10-31,Toronto Raptors,Cleveland Cavaliers,112,101,0,1,116.2,124.4,0.2,1.0
2025-11-02,Toronto Raptors,Memphis Grizzlies,117,104,1,1,116.4,120.8,0.4,1.0
2025-11-04,Toronto Raptors,Milwaukee Bucks,128,100,1,1,116.2,113.0,0.6,0.5
2025-11-07,Toronto Raptors,Atlanta Hawks,109,97,0,1,117.4,108.2,0.8,1.0
2025-11-08,Toronto Raptors,Philadelphia 76ers,120,130,0,0,117.2,106.4,0.8,0.0
2025-11-11,Toronto Raptors,Brooklyn Nets,119,109,0,1,118.6,108.0,0.8,1.0
2025-11-13,Toronto Raptors,Cleveland Cavaliers,126,113,0,1,120.4,109.8,0.8,1.0
2025-11-15,Toronto Raptors,Indiana Pacers,129,111,0,1,120.6,112.0,0.8,1.0
2025-11-17,Toronto Raptors,Charlotte Hornets,110,108,1,1,120.8,114.2,0.8,1.0
2025-11-19,Toronto Raptors,Philadelphia 76ers,121,112,0,1,121.0,110.6,1.0,0.5
2025-11-21,Toronto Raptors,Washington Wizards,140,110,1,1,125.2,110.8,1.0,1.0
2025-11-23,Toronto Raptors,Brooklyn Nets,119,109,1,1,123.8,110.0,1.0,1.0
2025-11-24,Toronto Raptors,Cleveland Cavaliers,110,99,1,1,120.0,107.6,1.0,1.0
2025-11-26,Toronto Raptors,Indiana Pacers,97,95,1,1,117.4,105.0,1.0,1.0
2025-11-29,Toronto Raptors,Charlotte Hornets,111,118,0,0,115.4,106.2,0.8,0.5
2025-11-30,Toronto Raptors,New York Knicks,94,116,0,0,106.2,107.4,0.6,0.0
2025-12-02,Toronto Raptors,Portland Trail Blazers,121,118,1,1,106.6,109.2,0.6,1.0
2025-12-04,Toronto Raptors,Los Angeles Lakers,120,123,1,0,108.6,114.0,0.4,0.0
2025-12-05,Toronto Raptors,Charlotte Hornets,86,111,1,0,106.4,117.2,0.2,0.3333333333333333
2025-12-07,Toronto Raptors,Boston Celtics,113,121,1,0,106.8,117.8,0.2,0.0
2025-12-09,Toronto Raptors,New York Knicks,101,117,1,0,108.2,118.0,0.2,0.0
2025-12-15,Toronto Raptors,Miami Heat,106,96,0,1,105.2,113.6,0.2,1.0
2025-12-18,Toronto Raptors,Milwaukee Bucks,111,105,0,1,103.4,110.0,0.4,0.6666666666666666
2025-12-20,Toronto Raptors,Boston Celtics,96,112,1,0,105.4,110.2,0.4,0.0
2025-12-21,Toronto Raptors,Brooklyn Nets,81,96,0,0,99.0,105.2,0.4,0.6666666666666666
2025-12-23,Toronto Raptors,Miami Heat,112,91,0,1,101.2,100.0,0.6,1.0
2025-12-26,Toronto Raptors,Washington Wizards,117,138,0,0,103.4,108.4,0.4,0.5
2025-10-31,Utah Jazz,Phoenix Suns,96,118,0,0,120.2,120.2,0.4,0.5
2025-11-02,Utah Jazz,Charlotte Hornets,103,126,0,0,115.0,123.8,0.2,0.0
2025-11-03,Utah Jazz,Boston Celtics,105,103,0,1,115.2,123.4,0.4,1.0
2025-11-05,Utah Jazz,Detroit Pistons,103,114,0,0,108.2,119.4,0.2,0.0
2025-11-07,Utah Jazz,Minnesota Timberwolves,97,137,0,0,100.8,119.6,0.2,0.0
2025-11-10,Utah Jazz,Minnesota Timberwolves,113,120,1,0,104.2,120.0,0.2,0.0
2025-11-11,Utah Jazz,Indiana Pacers,152,128,1,1,114.0,120.4,0.4,1.0
2025-11-13,Utah Jazz,Atlanta Hawks,122,132,1,0,117.4,126.2,0.2,0.0
2025-11-16,Utah Jazz,Chicago Bulls,150,147,1,1,126.8,132.8,0.4,1.0
2025-11-18,Utah Jazz,Los Angeles Lakers,126,140,0,0,132.6,133.4,0.4,0.0
2025-11-21,Utah Jazz,Oklahoma City Thunder,112,144,1,0,132.4,138.2,0.4,0.0
2025-11-23,Utah Jazz,Los Angeles Lakers,106,108,1,0,123.2,134.2,0.2,0.0
2025-11-24,Utah Jazz,Golden State Warriors,117,134,0,0,122.2,134.6,0.2,0.0
2025-11-28,Utah Jazz,Sacramento Kings,128,119,1,1,117.8,129.0,0.2,0.5
2025-11-30,Utah Jazz,Houston Rockets,101,129,1,0,112.8,126.8,0.2,0.0
2025-12-01,Utah Jazz,Houston Rockets,133,125,1,1,117.0,123.0,0.4,0.5
2025-12-04,Utah Jazz,Brooklyn Nets,123,110,0,1,120.4,123.4,0.6,1.0
2025-12-05,Utah Jazz,New York Knicks,112,146,0,0,119.4,125.8,0.6,0.0
2025-12-07,Utah Jazz,Oklahoma City Thunder,101,131,1,0,114.0,128.2,0.4,0.0
2025-12-12,Utah Jazz,Memphis Grizzlies,130,126,0,1,119.8,127.6,0.6,1.0
2025-12-15,Utah Jazz,Dallas Mavericks,140,133,1,1,121.2,129.2,0.6,1.0
2025-12-18,Utah Jazz,Los Angeles Lakers,135,143,1,0,123.6,135.8,0.4,0.0
2025-12-20,Utah Jazz,Orlando Magic,127,128,1,0,126.6,132.2,0.4,0.0
2025-12-22,Utah Jazz,Denver Nuggets,112,135,0,0,128.8,133.0,0.4,0.0
2025-12-23,Utah Jazz,Memphis Grizzlies,128,137,1,0,128.4,135.2,0.2,0.5
2025-12-26,Utah Jazz,Detroit Pistons,131,129,1,1,126.6,134.4,0.2,0.5
2025-12-27,Utah Jazz,San Antonio Spurs,127,114,0,1,125.0,128.6,0.4,1.0
2025-10-30,Washington Wizards,Oklahoma City Thunder,108,127,0,0,118.4,129.0,0.2,0.0
2025-11-01,Washington Wizards,Orlando Magic,94,125,1,0,113.2,127.4,0.2,0.0
2025-11-03,Washington Wizards,New York Knicks,102,119,0,0,110.2,129.8,0.0,0.0
2025-11-05,Washington Wizards,Boston Celtics,107,136,0,0,109.0,129.2,0.0,0.0
2025-11-07,Washington Wizards,Cleveland Cavaliers,115,148,1,0,105.2,131.0,0.0,0.0
2025-11-08,Washington Wizards,Dallas Mavericks,105,111,1,0,104.6,127.8,0.0,0.5
2025-11-10,Washington Wizards,Detroit Pistons,135,137,0,0,112.8,130.2,0.0,0.0
2025-11-12,Washington Wizards,Houston Rockets,112,135,0,0,114.8,133.4,0.0,0.0
2025-11-16,Washington Wizards,Brooklyn Nets,106,129,1,0,114.6,132.0,0.0,0.0
2025-11-19,Washington Wizards,Minnesota Timberwolves,109,120,0,0,113.4,126.4,0.0,0.0
2025-11-21,Washington Wizards,Toronto Raptors,110,140,0,0,114.4,132.2,0.0,0.0
2025-11-22,Washington Wizards,Chicago Bulls,120,121,0,0,111.4,129.0,0.0,0.0
2025-11-25,Washington Wizards,Atlanta Hawks,132,113,1,1,115.4,124.6,0.2,1.0
2025-11-28,Washington Wizards,Indiana Pacers,86,119,0,0,111.4,122.6,0.2,0.0
2025-12-01,Washington Wizards,Milwaukee Bucks,129,126,1,1,115.4,123.8,0.4,0.5
2025-12-02,Washington Wizards,Philadelphia 76ers,102,121,0,0,113.8,120.0,0.4,0.0
2025-12-04,Washington Wizards,Boston Celtics,101,146,1,0,110.0,125.0,0.4,0.0
2025-12-06,Washington Wizards,Atlanta Hawks,116,131,1,0,106.8,128.6,0.2,0.5
2025-12-12,Washington Wizards,Cleveland Cavaliers,126,130,1,0,114.8,130.8,0.2,0.0
2025-12-14,Washington Wizards,Indiana Pacers,108,89,0,1,110.6,123.4,0.2,0.5
2025-12-18,Washington Wizards,San Antonio Spurs,94,119,0,0,109.0,123.0,0.2,0.0
2025-12-20,Washington Wizards,Memphis Grizzlies,130,122,0,1,114.8,118.2,0.4,1.0
2025-12-21,Washington Wizards,San Antonio Spurs,113,124,1,0,114.2,116.8,0.4,0.0
2025-12-23,Washington Wizards,Charlotte Hornets,109,126,0,0,110.8,116.0,0.4,0.0
2025-12-26,Washington Wizards,Toronto Raptors,138,117,1,1,116.8,121.6,0.4,0.5
